combo_key,members_names,members_families,members_run_dirs,n_models,acc_Luke,acc_Marco,acc_Falah,avg_acc,min_acc,std_acc
~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,InceptionV3 + VGG16,Inception + VGG,~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972 | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9632525410476936,0.905,0.97890625,0.9490529303492313,0.905,0.031798900979504933
~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,ResNeXt101_32x8d + EffNetB0,ResNeXt + EffNet,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289 | ~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,2,0.9851446442533228,0.9041666666666668,0.9890625,0.9594579369733299,0.9041666666666668,0.039129535541210674
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + MobileNetV3_L,ResNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664,2,0.9937451133698202,0.9033333333333332,0.97734375,0.9581407322343845,0.9033333333333332,0.03932886480963174
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + ResNeXt101_32x8d,ResNet + ResNeXt,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,2,0.9921813917122752,0.9025,0.99296875,0.962550047237425,0.9025,0.04246301224344977
~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf||~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,ResNeXt50_32x4d + EffNetB0,ResNeXt + EffNet,~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050 | ~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,2,0.9843627834245504,0.9016666666666666,0.98984375,0.9586244000304056,0.9016666666666666,0.04033730937235316
~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,EffNetB0 + VGG16,EffNet + VGG,~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9890539483971852,0.9016666666666666,0.98359375,0.9581047883546173,0.9016666666666666,0.039969985625734235
~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,EffNetB0 + VGG16,EffNet + VGG,~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.986708365910868,0.9016666666666666,0.9828125,0.9570625108591782,0.9016666666666666,0.039203053521799626
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,DenseNet201 + MobileNetV3_L,DenseNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,2,0.9937451133698202,0.8983333333333333,0.98828125,0.9601198989010511,0.8983333333333333,0.043746605309985205
~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + EffNetB0,ResNet + EffNet,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,2,0.9843627834245504,0.8983333333333333,0.99140625,0.958034122252628,0.8983333333333333,0.042312651800137324
~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,EffNetB0 + VGG16,EffNet + VGG,~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9812353401094606,0.8983333333333333,0.98828125,0.9559499744809313,0.8983333333333333,0.04084253676740065
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,ResNeXt101_32x8d + MobileNetV3_L,ResNeXt + MobileNetV3,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,2,0.9898358092259578,0.8975,0.990625,0.9593202697419859,0.8975,0.04371471925067792
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,MobileNetV3_L + VGG16,MobileNetV3 + VGG,~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880 | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9913995308835029,0.8975,0.9828125,0.9572373436278343,0.8975,0.04238590129300878
~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,ResNeXt101_32x8d + EffNetB0,ResNeXt + EffNet,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115 | ~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,2,0.982017200938233,0.8975,0.98984375,0.9564536503127443,0.8975,0.04180879796926375
~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,ResNeXt101_32x8d + EffNetB0,ResNeXt + EffNet,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115 | ~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,2,0.9851446442533228,0.8958333333333334,0.98671875,0.9558989091955521,0.8958333333333334,0.04247763729281869
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + MobileNetV3_L,ResNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,2,0.9921813917122752,0.8941666666666667,0.9859375,0.9574285194596474,0.8941666666666667,0.04480545398370766
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,MobileNetV3_L + VGG16,MobileNetV3 + VGG,~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880 | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9913995308835029,0.8941666666666667,0.98359375,0.9563866491833899,0.8941666666666667,0.044111428769169854
~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,InceptionV3 + ResNeXt101_32x8d,Inception + ResNeXt,~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972 | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,2,0.9812353401094606,0.8925,0.9890625,0.9542659467031536,0.8925,0.0437918579729963
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664,DenseNet161 + MobileNetV3_L,DenseNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664,2,0.9945269741985928,0.8925,0.97265625,0.9532277413995308,0.8925,0.04385944273744601
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,MobileNetV3_L + VGG16,MobileNetV3 + VGG,~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880 | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9890539483971852,0.89,0.98359375,0.9542158994657285,0.89,0.04546218025112419
~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,EffNetB0 + VGG16,EffNet + VGG,~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9796716184519156,0.89,0.9828125,0.950828039483972,0.89,0.04303102814499094
~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,InceptionV3 + VGG16,Inception + VGG,~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972 | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.970289288506646,0.89,0.98125,0.9471797628355487,0.89,0.040679054869038174
~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + InceptionV3,ResNet + Inception,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972,2,0.9788897576231432,0.8883333333333333,0.9734375,0.9468868636521588,0.8883333333333333,0.04146338716583178
~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + ResNeXt50_32x4d,ResNet + ResNeXt,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,2,0.9898358092259578,0.8875,0.99140625,0.9562473530753192,0.8875,0.048615947227243286
~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + EffNetB0,ResNet + EffNet,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,2,0.986708365910868,0.8875,0.9875,0.953902788636956,0.8875,0.0469549743563339
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,DenseNet201 + EffNetB0,DenseNet + EffNet,~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f | ~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,2,0.9913995308835029,0.8866666666666667,0.9828125,0.9536262325167232,0.8866666666666667,0.04747716552175087
~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + ResNeXt50_32x4d,ResNet + ResNeXt,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,2,0.9898358092259578,0.8858333333333334,0.98984375,0.9551709641864304,0.8858333333333334,0.04902910907480874
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,DenseNet201 + EffNetB0,DenseNet + EffNet,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,2,0.9874902267396404,0.8858333333333334,0.98515625,0.952826603357658,0.8858333333333334,0.04738097742955036
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,DenseNet201 + ResNeXt50_32x4d,DenseNet + ResNeXt,~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f | ~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,2,0.9913995308835029,0.885,0.9921875,0.9561956769611676,0.885,0.05034397373603146
~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,EffNetB0 + VGG16,EffNet + VGG,~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.982017200938233,0.8816666666666667,0.9828125,0.9488321225349665,0.8816666666666667,0.04749425910322785
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,DenseNet201 + EffNetB0,DenseNet + EffNet,~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f | ~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,2,0.9906176700547302,0.8808333333333334,0.98203125,0.9511607511293545,0.8808333333333334,0.04985238825928106
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + MobileNetV3_L,ResNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed,2,0.9890539483971852,0.8808333333333334,0.9828125,0.9508999272435061,0.8808333333333334,0.04961004337936343
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,DenseNet201 + EffNetB0,DenseNet + EffNet,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,2,0.9874902267396404,0.88,0.98828125,0.9519238255798802,0.88,0.0508588500589843
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,ResNeXt101_32x8d + MobileNetV3_L,ResNeXt + MobileNetV3,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664,2,0.9890539483971852,0.88,0.975,0.9480179827990618,0.88,0.048436988995517176
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,ResNeXt101_32x8d + MobileNetV3_L,ResNeXt + MobileNetV3,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed,2,0.986708365910868,0.8791666666666667,0.98671875,0.9508645941925115,0.8791666666666667,0.050698090927787445
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/MobileNetV2/17b0b4e0be,DenseNet161 + MobileNetV2,DenseNet + MobileNetV2,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/MobileNetV2/17b0b4e0be,2,0.9898358092259578,0.8791666666666667,0.978125,0.9490424919642081,0.8791666666666667,0.04964043368022417
~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + InceptionV3,ResNet + Inception,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972,2,0.9757623143080532,0.8783333333333333,0.9890625,0.9477193825471287,0.8783333333333333,0.04936288486967042
~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + EffNetB0,ResNet + EffNet,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,2,0.9859265050820952,0.8783333333333333,0.97109375,0.9451178628051428,0.8783333333333333,0.04761045185257542
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + MobileNetV3_L,ResNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,2,0.9913995308835029,0.8775,0.97265625,0.9471852602945009,0.8775,0.04986551427793051
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,MobileNetV3_L + VGG16,MobileNetV3 + VGG,~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664 | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9882720875684128,0.8775,0.96796875,0.9445802791894709,0.8775,0.04815169966683253
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,MobileNetV3_L + VGG16,MobileNetV3 + VGG,~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9937451133698202,0.8766666666666667,0.98359375,0.9513351766788288,0.8766666666666667,0.05296100663157008
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,MobileNetV3_L + VGG16,MobileNetV3 + VGG,~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9851446442533228,0.8766666666666667,0.97890625,0.9469058536399966,0.8766666666666667,0.04973186055049458
~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972||~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,InceptionV3 + ResNeXt50_32x4d,Inception + ResNeXt,~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972 | ~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,2,0.9827990617670056,0.8758333333333334,0.99296875,0.9505337150334463,0.8758333333333334,0.0529840599255789
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed,DenseNet201 + MobileNetV3_L,DenseNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed,2,0.9913995308835029,0.8758333333333334,0.98203125,0.9497547047389454,0.8758333333333334,0.052410037426323094
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,MobileNetV3_L + VGG16,MobileNetV3 + VGG,~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664 | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9874902267396404,0.8758333333333334,0.9734375,0.9455870200243245,0.8758333333333334,0.049655831396010104
~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,EffNetB0 + VGG16,EffNet + VGG,~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9765441751368256,0.8758333333333334,0.9796875,0.944021669490053,0.8758333333333334,0.04823350850232102
~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf||~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,ResNeXt50_32x4d + EffNetB0,ResNeXt + EffNet,~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050 | ~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,2,0.9843627834245504,0.875,0.9859375,0.9484334278081835,0.875,0.05192925426525348
~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + EffNetB0,ResNet + EffNet,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,2,0.9859265050820952,0.8741666666666666,0.98671875,0.9489373072495874,0.8741666666666666,0.052871816265932015
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + MobileNetV3_L,ResNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,2,0.9921813917122752,0.8741666666666666,0.9796875,0.9486785194596473,0.8741666666666666,0.052934150838638665
~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,EffNetB0 + VGG16,EffNet + VGG,~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9796716184519156,0.8733333333333333,0.984375,0.9457933172617498,0.8733333333333333,0.051272912944207896
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972,DenseNet201 + InceptionV3,DenseNet + Inception,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972,2,0.9859265050820952,0.8725,0.9921875,0.9502046683606985,0.8725,0.05500491873838858
~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,ResNeXt101_32x8d + EffNetB0,ResNeXt + EffNet,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289 | ~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,2,0.9859265050820952,0.8725,0.9796875,0.9460380016940318,0.8725,0.05206156333910307
~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + EffNetB0,ResNet + EffNet,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,2,0.986708365910868,0.8725,0.97109375,0.9434340386369561,0.8725,0.05056139789419627
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,ResNeXt101_32x8d + MobileNetV3_L,ResNeXt + MobileNetV3,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,2,0.9929632525410476,0.8716666666666667,0.9828125,0.9491474730692381,0.8716666666666667,0.0549437043095443
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,DenseNet201 + MobileNetV3_L,DenseNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,2,0.9937451133698202,0.8691666666666666,0.98203125,0.9483143433454956,0.8691666666666666,0.05616980025781374
~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + EffNetB0,ResNet + EffNet,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,2,0.9859265050820952,0.8691666666666666,0.98515625,0.9467498072495873,0.8691666666666666,0.054860466034323804
~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,EffNetB0 + VGG16,EffNet + VGG,~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9812353401094606,0.8691666666666666,0.98046875,0.9436235855920424,0.8691666666666666,0.05264992242472262
~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec||~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,ResNeXt50_32x4d + EffNetB0,ResNeXt + EffNet,~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050 | ~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,2,0.9882720875684128,0.8683333333333333,0.9859375,0.9475143069672486,0.8683333333333333,0.05599751490908474
~/Alzheimers/Results/ArchSweep/MobileNetV2/17b0b4e0be||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + MobileNetV2,ResNet + MobileNetV2,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/MobileNetV2/17b0b4e0be,2,0.9898358092259578,0.8683333333333333,0.97890625,0.9456917975197637,0.8683333333333333,0.05488237605510447
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664,DenseNet201 + MobileNetV3_L,DenseNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/996475d664,2,0.9929632525410476,0.8658333333333333,0.978125,0.9456405286247936,0.8658333333333333,0.05675640786046358
~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf||~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,EffNetB0 + MobileNetV3_L,EffNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,2,0.9890539483971852,0.8658333333333333,0.98125,0.9453790939101729,0.8658333333333333,0.056337503328643554
~/Alzheimers/Results/ArchSweep/MobileNetV2/cde8b1c120||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + MobileNetV2,ResNet + MobileNetV2,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/MobileNetV2/cde8b1c120,2,0.9859265050820952,0.865,0.98203125,0.9443192516940316,0.865,0.05610972001364539
~/Alzheimers/Results/ArchSweep/MobileNetV2/17b0b4e0be||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,MobileNetV2 + VGG16,MobileNetV2 + VGG,~/Alzheimers/Results/ArchSweep/MobileNetV2/17b0b4e0be | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9913995308835029,0.865,0.975,0.9437998436278342,0.865,0.056120689412064384
~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,MobileNetV3_L + VGG16,MobileNetV3 + VGG,~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9843627834245504,0.865,0.98046875,0.9432771778081834,0.865,0.05537314811523938
~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,ResNeXt101_32x8d + EffNetB0,ResNeXt + EffNet,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289 | ~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,2,0.986708365910868,0.8633333333333333,0.97890625,0.9429826497480671,0.8633333333333333,0.056410569087553326
